"","production.class","test.method","entropy","eager"
"1","com.aelitis.azureus.core.content.AzureusPlatformContentDirectory","test0",0.693147180559945,"false"
"2","com.aelitis.azureus.core.content.AzureusPlatformContentDirectory","test1",0,"false"
"3","com.aelitis.azureus.core.content.AzureusPlatformContentDirectory","test2",0.693147180559945,"false"
"4","com.aelitis.azureus.core.content.AzureusPlatformContentDirectory","test3",0.693147180559945,"false"
"5","com.aelitis.azureus.core.content.AzureusPlatformContentDirectory","test4",1.09861228866811,"false"
"6","com.aelitis.azureus.core.content.AzureusPlatformContentDirectory","test5",0,"false"
"7","com.aelitis.azureus.core.devices.impl.DeviceDriveManager","test0",1.38629436111989,"false"
"8","com.aelitis.azureus.core.devices.impl.DeviceDriveManager","test1",1.38629436111989,"false"
"9","com.aelitis.azureus.core.devices.impl.DeviceDriveManager","test2",1.38629436111989,"false"
"10","com.aelitis.azureus.core.devices.impl.DeviceDriveManager","test4",1.38629436111989,"false"
"11","com.aelitis.azureus.core.devices.impl.DeviceDriveManager","test5",1.74815545724768,"true"
"12","com.aelitis.azureus.core.devices.impl.DeviceDriveManager","test6",1.74786809746676,"false"
"13","com.aelitis.azureus.core.devices.impl.DeviceDriveManager","test8",1.61147220426073,"false"
"14","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test01",0.693147180559945,"false"
"15","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test03",0.693147180559945,"false"
"16","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test04",0.693147180559945,"false"
"17","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test05",0.693147180559945,"false"
"18","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test06",0.636514168294813,"false"
"19","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test07",1.79175946922805,"false"
"20","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test08",0.693147180559945,"false"
"21","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test09",0.693147180559945,"false"
"22","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test10",0.636514168294813,"false"
"23","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test11",0.562335144618808,"false"
"24","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test12",0.562335144618808,"false"
"25","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test13",1.497866136777,"false"
"26","com.aelitis.azureus.core.devices.impl.DeviceTivoManager","test14",0.562335144618808,"false"
